TRM96102.1	WP_015385380.1	53.1	81	38	0	2	82	173	253	1.78e-26	95.1
TRM96111.1	WP_011278555.1	59.3	150	58	3	12	158	53	202	4.17e-57	175
TRM96111.1	WP_088899932.1	54.7	150	64	3	11	158	103	250	9.82e-53	165
TRM96136.1	WP_011278222.1	71.4	56	16	0	8	63	9	64	6.41e-24	88.2
TRM96137.1	WP_011278221.1	35.0	60	39	0	3	62	63	122	5.96e-10	48.1
TRM96156.1	WP_011277625.1	67.4	86	28	0	2	87	15	100	9.31e-36	117
TRM96156.1	WP_024083355.1	72.6	73	20	0	15	87	1	73	9.69e-33	109
TRM96158.1	WP_015385600.1	48.4	153	76	2	2	152	550	701	3.06e-41	143
TRM96158.1	WP_058692923.1	48.4	153	76	2	2	152	550	701	3.06e-41	143
TRM96168.1	WP_015385619.1	80.6	31	6	0	1	31	1	31	1.25e-12	55.5
TRM96169.1	WP_011278995.1	30.3	99	64	1	18	111	37	135	1.33e-08	48.9
TRM96181.1	WP_230937991.1	68.0	178	56	1	1	178	132	308	1.89e-84	249
TRM96190.1	WP_011278568.1	34.4	160	92	4	12	160	4	161	5.84e-19	79.7
TRM96190.1	WP_230955799.1	34.4	160	92	4	12	160	4	161	1.37e-19	79.7
TRM96190.1	WP_088899916.1	34.4	160	92	4	12	160	4	161	5.84e-19	79.7
TRM96190.1	WP_062110876.1	34.4	160	92	4	12	160	4	161	1.08e-18	79.0
TRM96190.1	WP_062423186.1	34.4	160	92	4	12	160	4	161	1.10e-18	79.0
TRM96197.1	WP_080504021.1	45.6	182	94	2	1	177	478	659	5.51e-45	154
TRM96197.1	WP_081097674.1	45.6	182	94	2	1	177	478	659	6.47e-45	154
TRM96197.1	WP_011278360.1	45.6	182	94	2	1	177	472	653	5.32e-45	154
TRM96207.1	WP_011278523.1	86.1	108	15	0	6	113	452	559	1.24e-57	183
TRM96208.1	WP_011278473.1	42.9	56	32	0	2	57	14	69	9.32e-13	57.4
TRM96225.1	WP_015385600.1	43.2	176	95	3	1	174	981	1153	1.81e-38	136
TRM96225.1	WP_058692923.1	43.2	176	95	3	1	174	981	1153	1.81e-38	136
TRM96231.1	WP_011277977.1	78.1	96	21	0	1	96	1	96	2.64e-47	152
TRM96231.1	WP_058692926.1	78.1	96	21	0	1	96	1	96	4.76e-47	152
TRM96231.1	WP_061997545.1	78.1	96	21	0	1	96	1	96	4.85e-47	152
TRM96233.1	WP_024083355.1	82.1	140	25	0	1	140	56	195	6.13e-78	226
TRM96233.1	WP_011277625.1	82.1	140	25	0	1	140	83	222	1.48e-77	226
TRM96242.1	WP_011277654.1	45.7	184	96	3	1	182	131	312	3.39e-48	159
TRM96250.1	WP_015385677.1	81.4	183	34	0	1	183	85	267	2.00e-99	285
TRM96256.1	WP_011277265.1	69.2	107	33	0	1	107	1	107	2.56e-49	149
