WP_009990464.1	WP_011277566.1	76.5	102	24	0	1	102	1	102	1.13e-57	170
WP_009992370.1	WP_011278185.1	80.4	51	10	0	1	51	1	51	8.77e-22	75.9
WP_012712036.1	WP_011277027.1	82.7	52	9	0	3	54	2	53	4.23e-27	89.4
WP_069282328.1	WP_011277712.1	84.0	50	8	0	1	50	1	50	5.53e-26	86.3
WP_153424526.1	WP_011276993.1	88.1	59	6	1	1	59	1	58	8.23e-32	102
WP_153424526.1	WP_155642636.1	87.9	58	6	1	1	58	1	57	1.16e-30	100
WP_153424526.1	WP_011277280.1	78.1	64	13	1	1	64	1	63	1.33e-30	99.0
WP_181443752.1	WP_024083452.1	88.9	298	33	0	12	309	10	307	2.01e-188	517
WP_229571556.1	WP_011277733.1	83.3	48	8	0	1	48	1	48	3.01e-29	94.4
WP_240781100.1	WP_088922596.1	91.2	194	17	0	1	194	1	194	3.55e-130	360
WP_240781100.1	WP_088922594.1	90.2	194	19	0	1	194	1	194	1.19e-128	357
WP_338598135.1	WP_011278929.1	79.7	305	62	0	1	305	1	305	1.12e-188	518
WP_338598139.1	WP_088912491.1	55.8	129	56	1	18	146	255	382	4.70e-47	153
WP_338598142.1	WP_080504025.1	65.4	214	72	2	4	216	5	217	1.29e-105	300
WP_338598142.1	WP_232463143.1	64.2	193	67	2	4	195	5	196	5.47e-95	273
WP_338598149.1	WP_230937953.1	58.1	198	82	1	1	197	1	198	8.12e-81	236
WP_338598154.1	WP_011278565.1	58.0	436	176	4	2	437	4	432	5.68e-174	491
WP_338598154.1	WP_232463144.1	58.6	391	155	4	2	392	4	387	4.67e-157	446
WP_338598156.1	WP_011278938.1	67.6	503	160	2	1	501	1	502	7.35e-264	724
WP_338598159.1	WP_011278045.1	33.1	245	144	7	20	245	20	263	6.34e-30	110
WP_338598164.1	WP_176586695.1	52.4	573	247	8	1	569	1	551	6.75e-217	610
WP_338598164.1	WP_196479474.1	52.2	573	248	8	1	569	1	551	1.56e-215	607
WP_338598167.1	WP_011277996.1	57.8	384	160	2	4	385	3	386	6.74e-168	473
WP_338598169.1	WP_011277995.1	52.9	263	114	3	1	259	1	257	1.50e-102	296
WP_338598171.1	WP_011277213.1	66.3	416	139	1	1	416	1	415	1.87e-189	529
WP_338598173.1	WP_011278973.1	60.5	263	101	2	1	262	1	261	3.64e-122	346
WP_338598176.1	WP_062513721.1	28.1	260	163	8	3	254	5	248	8.10e-28	104
WP_338598176.1	WP_011278982.1	27.2	268	164	8	3	254	5	257	3.77e-26	100
WP_338598176.1	WP_061972207.1	26.9	268	167	8	3	254	5	259	2.85e-25	98.2
WP_338598178.1	WP_230949762.1	35.1	296	172	6	1	282	55	344	7.99e-47	157
WP_338598178.1	WP_011277151.1	35.1	296	172	6	1	282	62	351	9.38e-47	157
WP_338598183.1	WP_011278076.1	52.1	438	201	5	1	436	1	431	5.90e-162	462
WP_338598183.1	WP_062421171.1	52.1	438	201	5	1	436	1	431	8.01e-162	462
WP_338598185.1	WP_011278077.1	43.3	171	88	4	1	167	1	166	1.54e-43	139
WP_338598191.1	WP_011278018.1	75.5	326	80	0	1	326	1	326	1.66e-180	499
WP_338598193.1	WP_011277208.1	57.9	242	102	0	1	242	1	242	6.80e-96	278
WP_338598195.1	WP_011277209.1	53.1	288	127	4	1	287	1	281	4.75e-102	296
WP_338598197.1	WP_011277892.1	64.7	399	140	1	1	398	1	399	7.79e-194	538
WP_338598200.1	WP_011277868.1	33.8	755	418	21	1	738	1	690	2.16e-108	343
WP_338598200.1	WP_011279059.1	31.0	784	470	19	2	756	3	744	5.06e-106	338
WP_338598200.1	WP_062414746.1	31.8	781	453	21	2	758	4	728	2.68e-102	328
WP_338598200.1	WP_011278913.1	31.8	781	450	21	2	758	4	725	1.86e-101	325
WP_338598203.1	WP_011279036.1	66.7	81	27	0	1	81	1	81	9.47e-37	115
WP_338598205.1	WP_080504032.1	67.3	398	126	2	1	396	1	396	2.06e-197	547
WP_338598207.1	WP_011279038.1	69.8	182	55	0	1	182	1	182	1.53e-88	254
WP_338598209.1	WP_011279039.1	79.8	84	17	0	3	86	4	87	1.54e-37	118
WP_338598212.1	WP_011279040.1	83.5	400	63	2	1	400	1	397	1.14e-251	685
WP_338598215.1	WP_011279041.1	82.8	296	51	0	1	296	1	296	8.73e-193	527
WP_338598217.1	WP_011278097.1	62.7	442	158	4	1	437	1	440	1.45e-203	566
WP_338598218.1	WP_011278098.1	59.6	577	228	3	5	581	3	574	8.46e-266	736
WP_338598221.1	WP_015385583.1	37.9	177	99	6	3	174	7	177	1.36e-32	112
WP_338598223.1	WP_062160029.1	30.9	94	47	4	7	96	6	85	4.65e-04	34.7
WP_338598230.1	WP_088912491.1	52.0	373	169	6	21	385	12	382	5.21e-126	365
WP_338598237.1	WP_011278032.1	24.1	112	68	3	1	95	98	209	9.87e-04	34.7
WP_338598237.1	WP_088899931.1	24.1	112	68	3	1	95	98	209	9.87e-04	34.7
WP_338598239.1	WP_015385752.1	48.1	79	35	2	3	76	4	81	5.11e-18	68.2
WP_338598242.1	WP_011277985.1	57.3	501	203	7	9	505	10	503	3.53e-204	574
WP_338598248.1	WP_011278904.1	41.8	141	78	3	1	140	1	138	9.06e-32	107
WP_338598249.1	WP_011278903.1	35.7	143	88	3	48	187	38	179	4.86e-19	77.4
WP_338598251.1	WP_011278902.1	44.4	504	264	8	2	493	4	503	5.78e-154	445
WP_338598252.1	WP_011278896.1	48.3	201	102	2	9	208	8	207	2.52e-64	196
WP_338598252.1	WP_062423214.1	48.3	201	102	2	9	208	8	207	1.74e-64	196
WP_338598254.1	WP_011278897.1	82.0	267	48	0	7	273	11	277	2.03e-177	487
