# gapseq version: 1.3.1 fb7fbcb7
# Transporter sequence DB md5sum: b99a77e (2024-09-17)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|O27564|1.A.1.13.2	1.A.1.13.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|O27564|1.A.1.13.2	23.853	4.12e-16	73.9	93	WP_011278974.1 NAD-binding protein [Sulfolobus acidocaldarius]	32	336	transporter
gnl|TC-DB|P73132|1.A.1.13.7	1.A.1.13.7	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P73132|1.A.1.13.7	21.359	1.21e-08	51.6	84	WP_011278974.1 NAD-binding protein [Sulfolobus acidocaldarius]	46	335	transporter
gnl|TC-DB|Q57604|1.A.1.13.8	1.A.1.13.8	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q57604|1.A.1.13.8	22.985	1.83e-13	66.2	98	WP_011278974.1 NAD-binding protein [Sulfolobus acidocaldarius]	26	336	transporter
gnl|TC-DB|RZD32576|1.A.115.1.2	1.A.115.1.2	NAD	EX_cpd00003_e0	rxn13361,rxn24116,rxn30216,rxn33812,rxn33813,rxn33817,rxn33824,rxn33825	gnl|TC-DB|RZD32576|1.A.115.1.2	30.233	3.22e-27	101	81	WP_080504016.1 SDR family oxidoreductase [Sulfolobus acidocaldarius]	5	208	transporter
gnl|TC-DB|WP_106247303.1|1.A.115.1.3	1.A.115.1.3	NAD	EX_cpd00003_e0	rxn13361,rxn24116,rxn30216,rxn33812,rxn33813,rxn33817,rxn33824,rxn33825	gnl|TC-DB|WP_106247303.1|1.A.115.1.3	25.751	1.43e-13	65.1	81	WP_011277156.1 SDR family oxidoreductase [Sulfolobus acidocaldarius]	9	230	transporter
gnl|TC-DB|AUR85893.1|1.A.1.30.1	1.A.1.30.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|AUR85893.1|1.A.1.30.1	21.469	1.7	25.4	80	WP_015385554.1 MBL fold metallo-hydrolase [Sulfolobus acidocaldarius]	123	269	transporter
gnl|TC-DB|P54710|1.A.27.2.1	1.A.27.2.1	POTASSIUM	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P54710|1.A.27.2.1	25.397	2.7	21.6	92	WP_011278813.1 CRISPR-associated protein Cas4 [Sulfolobus acidocaldarius]	27	86	transporter
gnl|TC-DB|P54710|1.A.27.2.1	1.A.27.2.1	SODIUM	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P54710|1.A.27.2.1	25.397	2.7	21.6	92	WP_011278813.1 CRISPR-associated protein Cas4 [Sulfolobus acidocaldarius]	27	86	transporter
gnl|TC-DB|O00631|1.A.50.2.1	1.A.50.2.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|O00631|1.A.50.2.1	38.889	5.7	19.2	90	WP_011277603.1 orc1/cdc6 family replication initiation protein [Sulfolobus acidocaldarius]	120	155	transporter
gnl|TC-DB|O00631|1.A.50.2.1	1.A.50.2.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|O00631|1.A.50.2.1	38.889	5.7	19.2	90	WP_011277603.1 orc1/cdc6 family replication initiation protein [Sulfolobus acidocaldarius]	120	155	transporter
gnl|TC-DB|Q5QRI8|1.A.53.1.1	1.A.53.1.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|Q5QRI8|1.A.53.1.1	32.143	6.8	20.8	87	WP_230937916.1 MFS transporter [Sulfolobus acidocaldarius]	447	493	transporter
gnl|TC-DB|P03493|1.A.58.1.1	1.A.58.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P03493|1.A.58.1.1	26.042	1.7	23.9	83	WP_011278694.1 AAA family ATPase [Sulfolobus acidocaldarius]	33	113	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q981D4|1.A.62.3.1	42.289	1.78e-45	146	97	WP_011278086.1 trimeric intracellular cation channel family protein [Sulfolobus acidocaldarius]	7	205	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|Q981D4|1.A.62.3.1	42.289	1.78e-45	146	97	WP_011278086.1 trimeric intracellular cation channel family protein [Sulfolobus acidocaldarius]	7	205	transporter
gnl|TC-DB|Q19QW7|1.A.65.1.2	1.A.65.1.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q19QW7|1.A.65.1.2	27.941	1.1	23.1	89	WP_011277942.1 MaoC family dehydratase [Sulfolobus acidocaldarius]	60	126	transporter
gnl|TC-DB|P29705|1.A.77.3.29	1.A.77.3.29	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P29705|1.A.77.3.29	26.316	3.4	23.1	77	WP_011279127.1 NADH-quinone oxidoreductase subunit NuoH [Sulfolobus acidocaldarius]	216	325	transporter
gnl|TC-DB|P0AER0|1.A.8.1.1	1.A.8.1.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P0AER0|1.A.8.1.1	31.250	1.52e-15	71.2	89	WP_011278832.1 aquaporin [Sulfolobus acidocaldarius]	12	284	transporter
gnl|TC-DB|O28846|1.A.8.13.1	1.A.8.13.1	GLYCEROL	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O28846|1.A.8.13.1	26.804	1.60e-12	61.6	97	WP_011278832.1 aquaporin [Sulfolobus acidocaldarius]	12	281	transporter
gnl|TC-DB|Q9C4Z5|1.A.8.13.2	1.A.8.13.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9C4Z5|1.A.8.13.2	29.225	5.66e-16	71.6	96	WP_011278832.1 aquaporin [Sulfolobus acidocaldarius]	12	279	transporter
gnl|TC-DB|D7VF10|1.A.8.13.3	1.A.8.13.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VF10|1.A.8.13.3	28.571	1.46e-14	67.0	84	WP_011278832.1 aquaporin [Sulfolobus acidocaldarius]	10	239	transporter
gnl|TC-DB|D7VC84|1.A.8.2.8	1.A.8.2.8	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VC84|1.A.8.2.8	27.206	6.08e-09	51.2	96	WP_011278832.1 aquaporin [Sulfolobus acidocaldarius]	10	275	transporter
gnl|TC-DB|D0JBC9|1.A.8.2.9	1.A.8.2.9	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D0JBC9|1.A.8.2.9	24.686	8.80e-11	56.6	83	WP_011278832.1 aquaporin [Sulfolobus acidocaldarius]	12	239	transporter
gnl|TC-DB|B6ZHB9|1.A.8.8.18	1.A.8.8.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|B6ZHB9|1.A.8.8.18	26.667	1.23e-14	68.2	80	WP_011278832.1 aquaporin [Sulfolobus acidocaldarius]	13	282	transporter
gnl|TC-DB|729057658|1.A.8.8.17	1.A.8.8.17	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|729057658|1.A.8.8.17	23.154	1.36e-06	44.7	83	WP_011278832.1 aquaporin [Sulfolobus acidocaldarius]	2	281	transporter
gnl|TC-DB|806392255|1.A.8.9.10	1.A.8.9.10	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|806392255|1.A.8.9.10	24.579	6.15e-12	60.8	87	WP_011278832.1 aquaporin [Sulfolobus acidocaldarius]	6	293	transporter
gnl|TC-DB|ALA27401|1.A.8.9.17	1.A.8.9.17	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|ALA27401|1.A.8.9.17	31.802	4.16e-22	90.5	76	WP_011278832.1 aquaporin [Sulfolobus acidocaldarius]	9	283	transporter
gnl|TC-DB|Q388I5|1.A.8.9.19	1.A.8.9.19	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q388I5|1.A.8.9.19	27.526	8.40e-07	45.4	79	WP_011278832.1 aquaporin [Sulfolobus acidocaldarius]	2	280	transporter
gnl|TC-DB|Q6ZXT2|1.A.8.9.21	1.A.8.9.21	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q6ZXT2|1.A.8.9.21	28.621	2.34e-11	59.3	81	WP_011278832.1 aquaporin [Sulfolobus acidocaldarius]	2	278	transporter
