MCI4455099.1	WP_015385375.1	33.6	107	53	8	1	89	1	107	4.52e-10	49.3
MCI4455100.1	WP_015385758.1	41.6	368	194	9	3	352	13	377	5.66e-78	243
MCI4455101.1	WP_011278086.1	55.8	190	84	0	9	198	13	202	2.98e-71	212
MCI4455102.1	WP_011279098.1	49.6	234	109	3	2	227	3	235	2.32e-82	243
MCI4455106.1	WP_011278573.1	35.3	252	140	9	15	252	6	248	8.86e-37	129
MCI4455107.1	WP_011279130.1	58.9	129	53	0	1	129	1	129	2.13e-47	146
MCI4455108.1	WP_011279129.1	72.2	144	40	0	9	152	21	164	6.83e-76	220
MCI4455109.1	WP_011279128.1	83.6	390	64	0	6	395	11	400	1.04e-251	685
MCI4455110.1	WP_011279127.1	59.1	352	143	1	1	351	1	352	1.99e-144	409
MCI4455111.1	WP_011279126.1	66.9	169	52	3	1	169	1	165	3.21e-67	199
MCI4455112.1	WP_011279125.1	45.4	152	83	0	18	169	14	165	5.07e-32	110
MCI4455113.1	WP_011279124.1	56.0	91	40	0	4	94	4	94	6.65e-28	94.4
MCI4455114.1	WP_011279123.1	58.6	1139	459	6	6	1136	7	1140	0.0	1269
MCI4455115.1	WP_015385803.1	47.1	452	231	5	6	450	5	455	1.63e-121	359
MCI4455116.1	WP_011279121.1	44.8	339	182	4	1	335	2	339	3.37e-103	304
MCI4455117.1	WP_011279120.1	51.3	357	174	0	3	359	4	360	1.33e-125	363
MCI4455118.1	WP_011278596.1	48.8	737	361	5	8	742	9	731	4.69e-234	669
MCI4455119.1	WP_011278016.1	30.7	140	88	3	69	199	9	148	9.89e-14	65.1
MCI4455119.1	WP_015385400.1	38.3	115	62	3	69	174	5	119	2.46e-13	63.2
MCI4455120.1	WP_011277224.1	71.4	661	187	2	1	659	1	661	0.0	1003
MCI4455121.1	WP_011278443.1	31.3	99	55	3	33	118	3	101	2.58e-10	51.6
MCI4455122.1	WP_011278450.1	51.8	222	104	2	1	219	1	222	3.62e-75	223
MCI4455124.1	WP_048054419.1	57.4	578	243	1	5	582	2	576	4.94e-246	686
MCI4455125.1	WP_230937884.1	34.0	206	133	3	25	229	29	232	9.71e-29	105
MCI4455126.1	WP_011277351.1	47.6	307	161	0	1	307	1	307	1.77e-98	290
MCI4455126.1	WP_015385428.1	47.7	277	145	0	31	307	2	278	2.33e-89	265
MCI4455127.1	WP_011277352.1	32.0	50	33	1	1	49	1	50	3.60e-06	36.6
MCI4455129.1	WP_011277354.1	38.5	200	105	6	11	207	14	198	4.49e-36	123
MCI4455130.1	WP_011277355.1	39.9	168	94	3	19	185	23	184	1.30e-29	105
MCI4455131.1	WP_011277356.1	49.0	49	25	0	10	58	2	50	1.77e-12	52.8
MCI4455132.1	WP_011277357.1	48.3	174	87	2	1	171	1	174	6.92e-55	169
