# gapseq version: 1.3.1 fb7fbcb7
# Transporter sequence DB md5sum: b99a77e (2024-09-17)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|E8QNY4|1.A.1.13.9	1.A.1.13.9	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|E8QNY4|1.A.1.13.9	21.543	0.78	26.9	76	MCI4455498.1 MAG: FMN-binding glutamate synthase family protein [Sulfolobus sp.]	53	351	transporter
gnl|TC-DB|RZD32576|1.A.115.1.2	1.A.115.1.2	NAD	EX_cpd00003_e0	rxn13361,rxn24116,rxn30216,rxn33812,rxn33813,rxn33817,rxn33824,rxn33825	gnl|TC-DB|RZD32576|1.A.115.1.2	26.718	2.95e-20	82.8	96	MCI4456306.1 MAG: SDR family NAD(P)-dependent oxidoreductase [Sulfolobus sp.]	1	248	transporter
gnl|TC-DB|P54710|1.A.27.2.1	1.A.27.2.1	POTASSIUM	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P54710|1.A.27.2.1	26.316	0.73	22.7	83	MCI4455202.1 MAG: hypothetical protein JHC23_00540 [Sulfolobus sp.]	103	158	transporter
gnl|TC-DB|P54710|1.A.27.2.1	1.A.27.2.1	SODIUM	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P54710|1.A.27.2.1	26.316	0.73	22.7	83	MCI4455202.1 MAG: hypothetical protein JHC23_00540 [Sulfolobus sp.]	103	158	transporter
gnl|TC-DB|AJP61612.1|1.A.40.1.2	1.A.40.1.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|AJP61612.1|1.A.40.1.2	30.137	9.8	20.0	80	MCI4455704.1 MAG: DNA topoisomerase I [Sulfolobus sp.]	303	366	transporter
gnl|TC-DB|AJP61612.1|1.A.40.1.2	1.A.40.1.2	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|AJP61612.1|1.A.40.1.2	30.137	9.8	20.0	80	MCI4455704.1 MAG: DNA topoisomerase I [Sulfolobus sp.]	303	366	transporter
gnl|TC-DB|P37002|1.A.43.1.1	1.A.43.1.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|P37002|1.A.43.1.1	26.606	0.27	25.8	77	MCI4455243.1 MAG: APC family permease [Sulfolobus sp.]	186	288	transporter
gnl|TC-DB|O00631|1.A.50.2.1	1.A.50.2.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|O00631|1.A.50.2.1	37.037	3.9	18.9	87	MCI4455576.1 MAG: flippase-like domain-containing protein [Sulfolobus sp.]	133	159	transporter
gnl|TC-DB|O00631|1.A.50.2.1	1.A.50.2.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|O00631|1.A.50.2.1	37.037	3.9	18.9	87	MCI4455576.1 MAG: flippase-like domain-containing protein [Sulfolobus sp.]	133	159	transporter
gnl|TC-DB|Q5QRI8|1.A.53.1.1	1.A.53.1.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|Q5QRI8|1.A.53.1.1	33.929	7.7	19.6	76	MCI4455552.1 MAG: tRNA (guanine(10)-N(2))-dimethyltransferase [Sulfolobus sp.]	154	208	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q981D4|1.A.62.3.1	43.627	1.78e-50	158	97	MCI4455101.1 MAG: trimeric intracellular cation channel family protein [Sulfolobus sp.]	1	198	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|Q981D4|1.A.62.3.1	43.627	1.78e-50	158	97	MCI4455101.1 MAG: trimeric intracellular cation channel family protein [Sulfolobus sp.]	1	198	transporter
