TRM72954.1	WP_176586698.1	70.5	61	18	0	2	62	44	104	1.57e-26	90.1
TRM72955.1	WP_011279120.1	53.1	160	75	0	6	165	58	217	1.25e-58	184
TRM72958.1	WP_011278158.1	59.1	88	36	0	2	89	3	90	8.39e-36	114
TRM72960.1	WP_011278143.1	32.5	120	79	2	2	121	3	120	5.95e-17	72.4
TRM72962.1	WP_011279020.1	89.3	169	18	0	1	169	1	169	5.45e-109	313
TRM72964.1	WP_011277290.1	63.4	172	63	0	1	172	115	286	1.97e-70	224
TRM72969.1	WP_011277896.1	32.8	125	80	2	5	128	64	185	1.47e-07	47.0
TRM72969.1	WP_061972167.1	32.8	125	80	2	5	128	64	185	1.43e-07	47.0
TRM72969.1	WP_155641735.1	32.8	125	80	2	5	128	64	185	9.59e-08	47.0
TRM72969.1	WP_155642731.1	32.8	125	80	2	5	128	64	185	9.59e-08	47.0
TRM72969.1	WP_230951961.1	32.8	125	80	2	5	128	64	185	8.68e-08	47.0
TRM72971.1	WP_011278207.1	51.4	177	85	1	1	176	282	458	8.43e-60	194
TRM72974.1	WP_011278687.1	79.6	162	33	0	1	162	1	162	4.36e-101	285
TRM72974.1	WP_015385701.1	78.3	152	33	0	11	162	1	152	6.41e-94	266
TRM72976.1	WP_011277208.1	61.8	110	42	0	1	110	1	110	3.94e-41	133
TRM72980.1	WP_011278025.1	59.7	154	62	0	1	154	1	154	8.33e-59	177
TRM72981.1	WP_015385648.1	24.6	134	87	3	14	138	78	206	1.16e-05	40.4
TRM72983.1	WP_011279018.1	50.5	105	52	0	1	105	40	144	8.30e-44	136
TRM72985.1	WP_011276940.1	55.4	101	44	1	3	102	1	101	1.46e-33	114
TRM72986.1	WP_011277896.1	32.8	189	119	1	1	181	92	280	1.91e-21	86.7
TRM72986.1	WP_232463164.1	32.6	178	112	1	12	181	2	179	2.00e-20	82.4
TRM72989.1	WP_011279043.1	65.2	184	63	1	1	184	223	405	3.47e-79	242
TRM72991.1	WP_011277845.1	77.3	185	41	1	1	185	270	453	1.00e-96	288
TRM72993.1	WP_230937946.1	28.9	166	108	3	1	163	225	383	5.24e-19	80.5
TRM72993.1	WP_011278351.1	28.9	166	108	3	1	163	248	406	5.53e-19	80.5
TRM72996.1	WP_306308645.1	53.2	94	39	2	4	94	3	94	1.62e-27	97.8
TRM72996.1	WP_230937975.1	60.9	69	25	1	26	94	1	67	1.75e-24	89.4
TRM72998.1	WP_011277375.1	53.8	158	69	2	1	158	1	154	2.48e-52	165
TRM72999.1	WP_011277877.1	29.9	144	87	5	1	132	1	142	6.11e-13	61.2
TRM73000.1	WP_015385533.1	67.3	55	18	0	1	55	407	461	3.71e-23	86.7
TRM73001.1	WP_011276942.1	55.3	114	48	2	4	116	6	117	6.26e-35	115
TRM73002.1	WP_011279043.1	66.7	90	30	0	1	90	440	529	6.45e-35	121
TRM73004.1	WP_011278052.1	47.1	187	99	0	1	187	75	261	1.58e-55	181
TRM73005.1	WP_011278815.1	76.3	59	14	0	1	59	100	158	4.00e-29	97.8
TRM73007.1	WP_230937925.1	49.1	110	54	1	17	126	46	153	1.77e-29	103
TRM73007.1	WP_230950954.1	49.1	110	54	1	17	126	46	153	2.37e-29	103
TRM73007.1	WP_230950267.1	50.0	108	52	1	17	124	46	151	4.85e-28	100
TRM73007.1	WP_230950212.1	51.0	100	47	1	17	116	46	143	5.53e-26	94.7
TRM73008.1	WP_011277751.1	56.9	65	27	1	1	64	217	281	2.43e-19	75.5
TRM73009.1	WP_011278059.1	55.7	122	54	0	1	122	1	122	2.31e-44	145
TRM73011.1	WP_011277998.1	51.7	87	42	0	4	90	46	132	3.07e-25	95.1
TRM73011.1	WP_062094612.1	51.7	87	42	0	4	90	46	132	3.07e-25	95.1
TRM73011.1	WP_062423200.1	51.7	87	42	0	4	90	46	132	3.07e-25	95.1
TRM73012.1	WP_011277182.1	40.6	64	38	0	1	64	1	64	9.76e-12	51.6
TRM73015.1	WP_011277100.1	76.5	119	28	0	1	119	153	271	2.01e-65	196
TRM73016.1	WP_011278186.1	79.9	184	37	0	10	193	89	272	2.10e-102	299
TRM73018.1	WP_011278803.1	82.8	29	5	0	38	66	1	29	9.99e-13	55.5
TRM73019.1	WP_015385752.1	77.8	81	18	0	1	81	1	81	5.94e-39	121
TRM73027.1	WP_011277706.1	67.7	201	65	0	1	201	68	268	8.82e-94	276
TRM73029.1	WP_011277800.1	33.9	118	78	0	1	118	6	123	5.25e-22	82.4
TRM73029.1	WP_230937965.1	33.9	118	78	0	1	118	1	118	4.65e-22	82.4
TRM73031.1	WP_011277740.1	50.3	143	62	2	2	139	409	547	1.95e-39	137
TRM73031.1	WP_062510588.1	49.7	143	63	2	2	139	409	547	2.39e-38	134
TRM73033.1	WP_011277836.1	52.4	84	35	2	8	90	5	84	1.04e-21	83.2
TRM73034.1	WP_011277837.1	40.8	98	56	2	2	97	432	529	1.25e-20	82.4
TRM73037.1	WP_011278872.1	44.8	261	81	1	1	198	90	350	7.98e-67	209
TRM73039.1	WP_011278641.1	61.6	172	66	0	1	172	9	180	5.50e-78	228
TRM73040.1	WP_011278184.1	78.3	152	33	0	4	155	205	356	9.10e-76	231
