# gapseq version: 1.3.1 fb7fbcb7
# Transporter sequence DB md5sum: b99a77e (2024-09-17)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|O27564|1.A.1.13.2	1.A.1.13.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|O27564|1.A.1.13.2	25.749	3.63e-19	82.8	93	WP_069282838.1 MULTISPECIES: NAD-binding protein [unclassified Sulfolobus]	32	336	transporter
gnl|TC-DB|P73132|1.A.1.13.7	1.A.1.13.7	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P73132|1.A.1.13.7	21.406	5.91e-10	55.5	84	WP_069282838.1 MULTISPECIES: NAD-binding protein [unclassified Sulfolobus]	46	335	transporter
gnl|TC-DB|Q57604|1.A.1.13.8	1.A.1.13.8	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q57604|1.A.1.13.8	23.284	8.45e-15	70.1	98	WP_069282838.1 MULTISPECIES: NAD-binding protein [unclassified Sulfolobus]	26	336	transporter
gnl|TC-DB|P0ABV8|1.A.30.2.2	1.A.30.2.2	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P0ABV8|1.A.30.2.2	28.037	4.0	22.7	75	WP_143577227.1 lysine exporter LysO family protein, partial [Sulfolobus sp. B1]	51	148	transporter
gnl|TC-DB|P03493|1.A.58.1.1	1.A.58.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P03493|1.A.58.1.1	25.253	4.1	22.3	77	WP_069281699.1 MULTISPECIES: DNA topoisomerase VI subunit B [unclassified Sulfolobus]	211	308	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q981D4|1.A.62.3.1	47.525	1.11e-50	159	98	WP_069284207.1 MULTISPECIES: trimeric intracellular cation channel family protein [unclassified Sulfolobus]	1	200	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|Q981D4|1.A.62.3.1	47.525	1.11e-50	159	98	WP_069284207.1 MULTISPECIES: trimeric intracellular cation channel family protein [unclassified Sulfolobus]	1	200	transporter
gnl|TC-DB|P71470|1.C.29.1.1	1.C.29.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71470|1.C.29.1.1	32.787	0.34	23.9	98	WP_143576927.1 cysteine--tRNA ligase [Sulfolobus sp. B1]	377	437	transporter
gnl|TC-DB|P71461|1.C.30.1.1	1.C.30.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71461|1.C.30.1.1	26.667	5.3	20.4	82	WP_069282526.1 MULTISPECIES: CTP synthase [unclassified Sulfolobus]	72	116	transporter
gnl|TC-DB|P0C931|1.C.32.2.2	1.C.32.2.2	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|P0C931|1.C.32.2.2	46.667	8.1	16.9	100	WP_069282325.1 MULTISPECIES: V-type ATPase subunit [unclassified Sulfolobus]	247	261	transporter
gnl|TC-DB|P0C931|1.C.32.2.2	1.C.32.2.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P0C931|1.C.32.2.2	46.667	8.1	16.9	100	WP_069282325.1 MULTISPECIES: V-type ATPase subunit [unclassified Sulfolobus]	247	261	transporter
gnl|TC-DB|Q9HC98|1.I.1.1.3	1.I.1.1.3	Potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q9HC98|1.I.1.1.3	21.886	7.45e-07	46.2	81	WP_069284221.1 MULTISPECIES: protein kinase [unclassified Sulfolobus]	436	710	transporter
gnl|TC-DB|Q8L7H8|2.A.105.1.4	2.A.105.1.4	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|Q8L7H8|2.A.105.1.4	23.333	9.7	21.2	82	WP_304948043.1 enolase C-terminal domain-like protein, partial [Sulfolobus sp. B1]	39	128	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	maltose	EX_cpd00179_e0	rxn09673	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	trehalose	EX_cpd00794_e0	rxn09655,rxn09870	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|P46333|2.A.1.1.106	2.A.1.1.1	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|P46333|2.A.1.1.106	31.924	2.66e-57	192	97	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	17	475	transporter
gnl|TC-DB|Q56ZZ7|2.A.1.1.102	2.A.1.1.102	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q56ZZ7|2.A.1.1.102	29.646	1.16e-39	146	78	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	29	457	transporter
gnl|TC-DB|Q0WWW9|2.A.1.1.103	2.A.1.1.103	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q0WWW9|2.A.1.1.103	26.157	4.29e-36	136	85	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	9	457	transporter
gnl|TC-DB|P30606|2.A.1.1.104	2.A.1.1.104	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|P30606|2.A.1.1.104	27.072	6.73e-43	156	86	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	7	485	transporter
gnl|TC-DB|P32465|2.A.1.1.108	2.A.1.1.108	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P32465|2.A.1.1.108	25.832	7.54e-35	133	85	WP_069282961.1 MULTISPECIES: sugar porter family MFS transporter [unclassified Sulfolobus]	3	463	transporter
