# gapseq version: 1.3.1 fb7fbcb7
# Transporter sequence DB md5sum: b99a77e (2024-09-17)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|O27564|1.A.1.13.2	1.A.1.13.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|O27564|1.A.1.13.2	25.749	4.51e-19	82.8	93	TRM87656.1 potassium transporter TrkA [Sulfolobus sp. C3]	32	336	transporter
gnl|TC-DB|P73132|1.A.1.13.7	1.A.1.13.7	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P73132|1.A.1.13.7	21.406	7.34e-10	55.5	84	TRM87656.1 potassium transporter TrkA [Sulfolobus sp. C3]	46	335	transporter
gnl|TC-DB|Q57604|1.A.1.13.8	1.A.1.13.8	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q57604|1.A.1.13.8	23.284	1.05e-14	70.1	98	TRM87656.1 potassium transporter TrkA [Sulfolobus sp. C3]	26	336	transporter
gnl|TC-DB|RZD32576|1.A.115.1.2	1.A.115.1.2	NAD	EX_cpd00003_e0	rxn13361,rxn24116,rxn30216,rxn33812,rxn33813,rxn33817,rxn33824,rxn33825	gnl|TC-DB|RZD32576|1.A.115.1.2	29.528	1.80e-26	99.8	94	TRM87840.1 SDR family NAD(P)-dependent oxidoreductase [Sulfolobus sp. C3]	1	237	transporter
gnl|TC-DB|P0ABV8|1.A.30.2.2	1.A.30.2.2	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P0ABV8|1.A.30.2.2	19.847	7.7	22.3	85	TRM87877.1 NAD-dependent dehydratase [Sulfolobus sp. C3]	88	218	transporter
gnl|TC-DB|P26678|1.A.50.1.1	1.A.50.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P26678|1.A.50.1.1	25.000	8.2	19.6	85	TRM87394.1 CBS domain-containing protein [Sulfolobus sp. C3]	67	110	transporter
gnl|TC-DB|P03493|1.A.58.1.1	1.A.58.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P03493|1.A.58.1.1	25.253	5.2	22.3	77	TRM88654.1 DNA topoisomerase VI subunit B [Sulfolobus sp. C3]	211	308	transporter
gnl|TC-DB|K9UKU9|1.A.78.2.9	1.A.78.2.9	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|K9UKU9|1.A.78.2.9	23.037	1.7	25.0	87	TRM89426.1 DUF340 domain-containing protein [Sulfolobus sp. C3]	27	211	transporter
gnl|TC-DB|P0AER0|1.A.8.1.1	1.A.8.1.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P0AER0|1.A.8.1.1	31.944	4.54e-16	72.8	89	TRM88276.1 aquaporin [Sulfolobus sp. C3]	12	284	transporter
gnl|TC-DB|D7VF10|1.A.8.13.3	1.A.8.13.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VF10|1.A.8.13.3	27.273	5.93e-14	65.5	84	TRM88276.1 aquaporin [Sulfolobus sp. C3]	10	239	transporter
gnl|TC-DB|P18156|1.A.8.2.1	1.A.8.2.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P18156|1.A.8.2.1	26.182	1.05e-12	62.8	86	TRM88276.1 aquaporin [Sulfolobus sp. C3]	13	285	transporter
gnl|TC-DB|D7VC84|1.A.8.2.8	1.A.8.2.8	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VC84|1.A.8.2.8	27.941	9.30e-10	53.5	96	TRM88276.1 aquaporin [Sulfolobus sp. C3]	10	275	transporter
gnl|TC-DB|B6ZHB9|1.A.8.8.18	1.A.8.8.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|B6ZHB9|1.A.8.8.18	25.926	1.79e-12	62.0	80	TRM88276.1 aquaporin [Sulfolobus sp. C3]	13	282	transporter
gnl|TC-DB|729057658|1.A.8.8.17	1.A.8.8.17	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|729057658|1.A.8.8.17	23.154	7.56e-06	42.4	83	TRM88276.1 aquaporin [Sulfolobus sp. C3]	2	281	transporter
