# gapseq version: 1.3.1 fb7fbcb7
# Transporter sequence DB md5sum: b99a77e (2024-09-17)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q50E47|1.A.98.1.2	1.A.98.1.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q50E47|1.A.98.1.2	34.783	4.4	18.5	78	PVU68218.1 nucleotide pyrophosphatase [Sulfolobus sp. SCGC AB-777_G05]	36	80	transporter
gnl|TC-DB|P71470|1.C.29.1.1	1.C.29.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71470|1.C.29.1.1	25.000	1.8	19.2	75	PVU68092.1 DedA family protein [Sulfolobus sp. SCGC AB-777_G05]	75	122	transporter
gnl|TC-DB|Q8TDX7|1.I.1.1.3	1.I.1.1.3	Potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q8TDX7|1.I.1.1.3	26.295	2.38e-11	57.4	75	PVU68260.1 serine/threonine protein kinase [Sulfolobus sp. SCGC AB-777_G05]	350	585	transporter
gnl|TC-DB|P53157|2.A.105.1.1	2.A.105.1.1	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|P53157|2.A.105.1.1	24.771	4.9	20.0	82	PVU68124.1 hypothetical protein DDW01_00825 [Sulfolobus sp. SCGC AB-777_G05]	94	184	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|C4B4V9|2.A.1.1.116	25.897	1.13e-17	78.2	75	PVU68021.1 MFS transporter [Sulfolobus sp. SCGC AB-777_G05]	50	416	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|C4B4V9|2.A.1.1.116	25.897	1.13e-17	78.2	75	PVU68021.1 MFS transporter [Sulfolobus sp. SCGC AB-777_G05]	50	416	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|C4B4V9|2.A.1.1.116	25.897	1.13e-17	78.2	75	PVU68021.1 MFS transporter [Sulfolobus sp. SCGC AB-777_G05]	50	416	transporter
gnl|TC-DB|AIU34725.1|2.A.1.1.131	2.A.1.1.131	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|AIU34725.1|2.A.1.1.131	21.239	7.40e-12	60.1	84	PVU68021.1 MFS transporter [Sulfolobus sp. SCGC AB-777_G05]	58	476	transporter
gnl|TC-DB|O74849|2.A.1.1.22	2.A.1.1.22	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|O74849|2.A.1.1.22	23.832	3.74e-16	73.9	75	PVU68021.1 MFS transporter [Sulfolobus sp. SCGC AB-777_G05]	79	476	transporter
gnl|TC-DB|QLE11221|2.A.1.1.404	2.A.1.1.404	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|QLE11221|2.A.1.1.404	23.628	6.62e-04	35.0	77	PVU68021.1 MFS transporter [Sulfolobus sp. SCGC AB-777_G05]	79	476	transporter
gnl|TC-DB|O52733|2.A.1.1.41	2.A.1.1.41	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|O52733|2.A.1.1.41	26.923	1.68e-22	92.8	79	PVU68021.1 MFS transporter [Sulfolobus sp. SCGC AB-777_G05]	43	414	transporter
gnl|TC-DB|P0AAS9|2.A.114.1.1	2.A.114.1.1	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|P0AAS9|2.A.114.1.1	24.490	0.061	23.5	75	PVU67996.1 hypothetical protein DDW01_01515 [Sulfolobus sp. SCGC AB-777_G05]	110	148	transporter
