# gapseq version: 1.3.1 fb7fbcb7
# Transporter sequence DB md5sum: b99a77e (2024-09-17)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|M1I9Q3|1.A.1.12.4	1.A.1.12.4	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|M1I9Q3|1.A.1.12.4	28.889	0.24	24.6	86	PVU69128.1 glutamine--fructose-6-phosphate transaminase (isomerizing) [Sulfolobus sp. SCGC AB-777_L09]	494	582	transporter
gnl|TC-DB|I3YSC9|1.A.43.1.13	1.A.43.1.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|I3YSC9|1.A.43.1.13	28.947	0.021	28.5	85	PVU70861.1 sugar ABC transporter permease [Sulfolobus sp. SCGC AB-777_L09]	301	410	transporter
gnl|TC-DB|O00631|1.A.50.2.1	1.A.50.2.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|O00631|1.A.50.2.1	31.250	5.7	18.1	94	PVU70945.1 hypothetical protein DDW09_01070 [Sulfolobus sp. SCGC AB-777_L09]	43	74	transporter
gnl|TC-DB|O00631|1.A.50.2.1	1.A.50.2.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|O00631|1.A.50.2.1	31.250	5.7	18.1	94	PVU70945.1 hypothetical protein DDW09_01070 [Sulfolobus sp. SCGC AB-777_L09]	43	74	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q981D4|1.A.62.3.1	48.768	9.75e-53	163	98	PVU70927.1 hypothetical protein DDW09_00970 [Sulfolobus sp. SCGC AB-777_L09]	1	201	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|Q981D4|1.A.62.3.1	48.768	9.75e-53	163	98	PVU70927.1 hypothetical protein DDW09_00970 [Sulfolobus sp. SCGC AB-777_L09]	1	201	transporter
gnl|TC-DB|P71469|1.C.29.1.1	1.C.29.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71469|1.C.29.1.1	27.273	0.62	21.9	92	PVU71079.1 tRNA (guanine(26)-N(2))-dimethyltransferase [Sulfolobus sp. SCGC AB-777_L09]	95	148	transporter
gnl|TC-DB|P71461|1.C.30.1.1	1.C.30.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71461|1.C.30.1.1	27.660	8.7	18.9	84	PVU69260.1 type II glyceraldehyde-3-phosphate dehydrogenase [Sulfolobus sp. SCGC AB-777_L09]	72	110	transporter
gnl|TC-DB|Q8TDX7|1.I.1.1.3	1.I.1.1.3	Potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q8TDX7|1.I.1.1.3	24.633	3.97e-12	61.2	97	PVU70195.1 hypothetical protein DDW09_02880 [Sulfolobus sp. SCGC AB-777_L09]	344	657	transporter
gnl|TC-DB|G7HJF6|2.A.108.2.9	2.A.108.2.9	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|G7HJF6|2.A.108.2.9	22.430	1.1	23.1	88	PVU70789.1 ribose-phosphate diphosphokinase [Sulfolobus sp. SCGC AB-777_L09]	39	136	transporter
