MFP3200636.1	WP_011278823.1	42.9	70	35	2	18	87	1	65	1.91e-14	63.5
MFP3200636.1	WP_015385548.1	52.7	55	26	0	18	72	4	58	8.32e-13	58.9
MFP3200636.1	WP_230955538.1	52.7	55	26	0	18	72	4	58	7.77e-13	58.9
MFP3200637.1	WP_015385353.1	51.0	155	76	0	1	155	340	494	3.91e-49	164
MFP3200637.1	WP_062512007.1	51.0	155	76	0	1	155	340	494	3.91e-49	164
MFP3200638.1	WP_011277898.1	51.5	274	129	4	7	277	6	278	3.95e-91	268
MFP3200639.1	WP_011277899.1	52.4	103	49	0	1	103	1	103	2.71e-36	116
MFP3200640.1	WP_230937953.1	37.0	173	101	6	2	168	1	171	3.74e-26	96.7
MFP3200641.1	WP_011277900.1	44.6	646	338	8	6	645	2	633	1.59e-177	516
MFP3200642.1	WP_011278078.1	24.9	193	138	4	15	202	18	208	6.40e-11	56.6
MFP3200643.1	WP_011277052.1	41.2	204	98	8	8	204	6	194	1.24e-31	114
MFP3200644.1	WP_011278955.1	42.6	54	27	2	3	52	2	55	1.43e-07	43.1
MFP3200644.1	WP_011277932.1	58.6	29	12	0	1	29	1	29	1.02e-06	40.8
MFP3200645.1	WP_011277901.1	65.4	356	120	2	4	359	5	357	1.18e-170	477
MFP3200646.1	WP_015385536.1	83.7	471	70	1	1	471	1	464	1.62e-302	819
MFP3200647.1	WP_011277904.1	75.7	432	104	1	1	432	1	431	1.14e-222	615
MFP3200647.1	WP_208874090.1	76.3	426	100	1	1	426	1	425	2.73e-221	611
MFP3200647.1	WP_230950199.1	76.3	426	100	1	1	426	1	425	2.83e-220	611
MFP3200647.1	WP_061997280.1	73.3	442	107	2	1	432	1	441	2.81e-216	599
MFP3200647.1	WP_062420077.1	77.1	410	93	1	1	410	1	409	8.78e-216	598
MFP3200647.1	WP_062421168.1	72.3	452	104	3	1	432	1	451	1.15e-215	598
MFP3200647.1	WP_061992271.1	73.4	433	113	2	1	432	1	432	3.67e-212	588
MFP3200647.1	WP_062422555.1	72.9	436	113	2	1	432	1	435	1.17e-211	587
MFP3200647.1	WP_062406526.1	72.0	432	120	1	1	432	1	431	1.36e-209	582
MFP3200647.1	WP_062500472.1	77.1	380	86	1	1	380	1	379	3.27e-201	558
MFP3200647.1	WP_269113064.1	77.0	378	86	1	1	378	1	377	3.44e-200	556
MFP3200647.1	WP_230951962.1	77.0	378	86	1	1	378	1	377	5.50e-200	556
MFP3200648.1	WP_011278516.1	27.0	452	309	8	3	447	2	439	4.14e-41	149
MFP3200648.1	WP_011277256.1	27.9	466	279	17	1	448	1	427	7.60e-37	137
MFP3200649.1	WP_011278657.1	35.7	462	212	16	2	381	9	467	1.24e-78	247
MFP3200649.1	WP_061997564.1	35.5	465	212	16	2	381	9	470	1.04e-77	245
MFP3200649.1	WP_062421914.1	35.6	461	213	16	2	381	9	466	1.86e-77	244
MFP3200649.1	WP_062095533.1	35.2	466	213	16	2	381	9	471	2.98e-77	244
MFP3200649.1	WP_062513700.1	35.8	461	212	16	2	381	9	466	5.19e-77	243
MFP3200649.1	WP_062414732.1	35.0	457	217	14	2	381	9	462	1.31e-76	242
MFP3200649.1	WP_061952161.1	35.6	463	212	17	2	381	9	468	8.39e-76	240
MFP3200649.1	WP_061960483.1	35.5	459	209	16	2	381	9	459	3.69e-75	238
MFP3200649.1	WP_061992292.1	35.1	456	207	14	2	381	9	451	1.66e-74	236
MFP3200649.1	WP_062420456.1	35.3	456	215	14	2	381	9	460	2.93e-74	236
MFP3200652.1	WP_015385538.1	52.1	48	23	0	1	48	1	48	2.83e-13	54.3
MFP3200656.1	WP_011277905.1	58.7	218	90	0	1	218	1	218	7.11e-98	281
MFP3200657.1	WP_011278609.1	33.3	120	78	1	9	128	13	130	2.90e-18	73.9
MFP3200658.1	WP_157727262.1	41.1	175	92	6	165	329	156	329	3.86e-22	92.4
MFP3200658.1	WP_011278663.1	41.1	175	92	6	165	329	153	326	3.72e-22	92.4
MFP3200659.1	WP_011278878.1	39.5	228	114	8	73	298	88	293	1.29e-32	119
MFP3200660.1	WP_011279058.1	78.4	162	35	0	1	162	1	162	2.39e-97	275
MFP3200661.1	WP_011279059.1	65.6	744	250	5	1	742	1	740	0.0	971
MFP3200663.1	WP_011278592.1	26.3	533	316	13	1	473	1	516	6.10e-41	150
MFP3200664.1	WP_011277886.1	65.0	294	103	0	2	295	3	296	2.30e-137	387
MFP3200666.1	WP_048052736.1	45.5	55	27	1	14	65	22	76	9.08e-08	43.9
MFP3200666.1	WP_011278783.1	45.0	60	31	1	5	64	14	71	6.03e-06	41.2
MFP3200667.1	WP_011278616.1	39.0	423	229	8	3	396	3	425	2.68e-92	281
MFP3200668.1	WP_015385571.1	38.6	352	179	12	181	507	270	609	2.15e-68	228
MFP3200668.1	WP_011277900.1	39.8	334	170	9	192	508	314	633	1.78e-64	218
MFP3200668.1	WP_062512629.1	35.1	385	180	12	181	507	270	642	5.78e-62	211
MFP3200671.1	WP_011278819.1	38.8	206	119	4	1	200	1	205	5.21e-38	127
MFP3200672.1	WP_011278818.1	52.1	211	97	1	1	211	1	207	6.49e-71	212
MFP3200672.1	WP_062160033.1	51.7	211	98	1	1	211	1	207	7.48e-70	209
MFP3200673.1	WP_011278817.1	68.5	213	66	1	1	213	1	212	3.15e-108	306
MFP3200673.1	WP_147127874.1	68.5	213	65	2	1	213	1	211	5.84e-106	301
MFP3200674.1	WP_011278816.1	46.9	414	210	4	5	415	4	410	7.77e-123	359
MFP3200674.1	WP_062423212.1	43.7	442	214	4	5	415	4	441	2.49e-118	349
MFP3200675.1	WP_011278815.1	57.5	160	63	2	1	159	1	156	3.53e-58	176
MFP3200676.1	WP_011278746.1	63.6	44	12	1	10	49	374	417	1.51e-11	53.5
MFP3200676.1	WP_061961119.1	61.4	44	13	1	10	49	374	417	3.86e-11	52.4
MFP3200676.1	WP_048054436.1	61.4	44	13	1	10	49	364	407	1.35e-10	50.8
