# gapseq version: 1.3.1 fb7fbcb7
# Transporter sequence DB md5sum: b99a77e (2024-09-17)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P0AER0|1.A.8.1.1	1.A.8.1.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P0AER0|1.A.8.1.1	31.944	2.79e-16	72.8	89	TRM75153.1 aquaporin [Sulfolobus sp. E5]	12	284	transporter
gnl|TC-DB|D7VF10|1.A.8.13.3	1.A.8.13.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VF10|1.A.8.13.3	27.273	3.64e-14	65.5	84	TRM75153.1 aquaporin [Sulfolobus sp. E5]	10	239	transporter
gnl|TC-DB|P18156|1.A.8.2.1	1.A.8.2.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P18156|1.A.8.2.1	26.182	6.44e-13	62.8	86	TRM75153.1 aquaporin [Sulfolobus sp. E5]	13	285	transporter
gnl|TC-DB|D7V8E7|1.A.8.2.6	1.A.8.2.6	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7V8E7|1.A.8.2.6	28.114	1.05e-12	61.6	99	TRM75153.1 aquaporin [Sulfolobus sp. E5]	5	279	transporter
gnl|TC-DB|D7VC84|1.A.8.2.8	1.A.8.2.8	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VC84|1.A.8.2.8	27.941	5.71e-10	53.5	96	TRM75153.1 aquaporin [Sulfolobus sp. E5]	10	275	transporter
gnl|TC-DB|B6ZHB9|1.A.8.8.18	1.A.8.8.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|B6ZHB9|1.A.8.8.18	25.926	1.10e-12	62.0	80	TRM75153.1 aquaporin [Sulfolobus sp. E5]	13	282	transporter
gnl|TC-DB|729057658|1.A.8.8.17	1.A.8.8.17	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|729057658|1.A.8.8.17	23.154	4.65e-06	42.4	83	TRM75153.1 aquaporin [Sulfolobus sp. E5]	2	281	transporter
gnl|TC-DB|ALA27401|1.A.8.9.17	1.A.8.9.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|ALA27401|1.A.8.9.17	31.449	7.80e-21	86.7	76	TRM75153.1 aquaporin [Sulfolobus sp. E5]	9	283	transporter
gnl|TC-DB|806392255|1.A.8.9.10	1.A.8.9.10	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|806392255|1.A.8.9.10	24.286	1.20e-12	62.4	83	TRM75153.1 aquaporin [Sulfolobus sp. E5]	6	276	transporter
gnl|TC-DB|ALA27401|1.A.8.9.17	1.A.8.9.17	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|ALA27401|1.A.8.9.17	31.449	7.80e-21	86.7	76	TRM75153.1 aquaporin [Sulfolobus sp. E5]	9	283	transporter
gnl|TC-DB|Q6Q1Q6|1.A.8.9.3	1.A.8.9.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q6Q1Q6|1.A.8.9.3	27.551	1.85e-11	58.5	90	TRM75153.1 aquaporin [Sulfolobus sp. E5]	7	282	transporter
gnl|TC-DB|Q6Q1Q6|1.A.8.9.3	1.A.8.9.3	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|Q6Q1Q6|1.A.8.9.3	27.551	1.85e-11	58.5	90	TRM75153.1 aquaporin [Sulfolobus sp. E5]	7	282	transporter
gnl|TC-DB|F6QEC2|1.A.8.9.9	1.A.8.9.9	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|F6QEC2|1.A.8.9.9	25.087	6.47e-12	60.1	85	TRM75153.1 aquaporin [Sulfolobus sp. E5]	6	283	transporter
gnl|TC-DB|P71470|1.C.29.1.1	1.C.29.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71470|1.C.29.1.1	32.787	0.26	23.9	98	TRM76676.1 cysteine--tRNA ligase [Sulfolobus sp. E5]	377	437	transporter
gnl|TC-DB|P71461|1.C.30.1.1	1.C.30.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71461|1.C.30.1.1	26.667	1.4	21.6	82	TRM73343.1 CTP synthetase, partial [Sulfolobus sp. E5]	72	116	transporter
gnl|TC-DB|P0C931|1.C.32.2.2	1.C.32.2.2	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|P0C931|1.C.32.2.2	53.846	7.3	16.9	87	TRM75235.1 DNA polymerase sliding clamp, partial [Sulfolobus sp. E5]	99	111	transporter
gnl|TC-DB|P0C931|1.C.32.2.2	1.C.32.2.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P0C931|1.C.32.2.2	53.846	7.3	16.9	87	TRM75235.1 DNA polymerase sliding clamp, partial [Sulfolobus sp. E5]	99	111	transporter
gnl|TC-DB|Q9HC98|1.I.1.1.3	1.I.1.1.3	Potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q9HC98|1.I.1.1.3	21.886	5.69e-07	46.2	81	TRM76104.1 serine/threonine protein kinase [Sulfolobus sp. E5]	436	710	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM75574.1 MFS transporter [Sulfolobus sp. E5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM75574.1 MFS transporter [Sulfolobus sp. E5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM75574.1 MFS transporter [Sulfolobus sp. E5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM75574.1 MFS transporter [Sulfolobus sp. E5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM75574.1 MFS transporter [Sulfolobus sp. E5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM75574.1 MFS transporter [Sulfolobus sp. E5]	6	433	transporter
