DAHF01000139.1_1	WP_011277333.1	36.3	135	73	4	105	237	5	128	4.29e-17	72.4
DAHF01000139.1_2	WP_011277270.1	57.1	147	62	1	5	150	3	149	5.18e-58	174
DAHF01000139.1_3	WP_011277271.1	52.2	136	64	1	1	135	3	138	1.89e-50	154
DAHF01000139.1_4	WP_011277272.1	33.7	101	65	2	4	103	3	102	4.06e-18	70.5
DAHF01000139.1_5	WP_230937945.1	24.2	198	144	4	15	207	28	224	4.52e-09	51.6
DAHF01000139.1_5	WP_011278488.1	24.2	198	144	4	15	207	17	213	4.12e-09	51.6
DAHF01000139.1_6	WP_011277269.1	67.4	362	118	0	3	364	4	365	1.73e-192	532
DAHF01000139.1_7	WP_011277268.1	65.5	148	51	0	1	148	1	148	5.48e-78	225
DAHF01000139.1_8	WP_011278035.1	53.2	94	42	2	1	92	1	94	1.29e-27	93.6
DAHF01000139.1_9	WP_011278039.1	71.8	156	44	0	1	156	1	156	7.15e-76	220
DAHF01000139.1_10	WP_011278040.1	63.3	305	110	1	1	303	60	364	2.73e-142	402
DAHF01000139.1_11	WP_011278041.1	50.4	113	56	0	1	113	1	113	5.27e-41	129
DAHF01000139.1_13	WP_011278038.1	37.8	288	168	6	8	294	6	283	1.48e-59	189
DAHF01000139.1_14	WP_011277409.1	38.3	47	29	0	29	75	25	71	3.06e-04	35.8
DAHF01000139.1_14	WP_230937880.1	38.3	47	29	0	29	75	12	58	2.73e-04	35.8
DAHF01000139.1_14	WP_062500462.1	38.3	47	29	0	29	75	25	71	3.06e-04	35.8
DAHF01000139.1_14	WP_061991821.1	38.3	47	29	0	29	75	18	64	2.89e-04	35.8
DAHF01000139.1_14	WP_062511462.1	38.3	47	29	0	29	75	24	70	3.04e-04	35.8
DAHF01000139.1_14	WP_230955533.1	38.1	42	26	0	34	75	56	97	6.74e-04	35.0
DAHF01000139.1_14	WP_230950275.1	38.1	42	26	0	34	75	53	94	6.64e-04	35.0
DAHF01000139.1_15	WP_011278480.1	30.6	445	274	14	59	471	65	506	1.04e-46	169
DAHF01000139.1_16	WP_011277167.1	60.7	379	146	2	3	378	6	384	1.25e-166	469
DAHF01000139.1_16	WP_015385393.1	60.9	376	144	2	6	378	1	376	1.55e-165	466
DAHF01000139.1_18	WP_011277261.1	32.4	309	163	14	6	275	24	325	3.93e-34	124
DAHF01000139.1_19	WP_015385405.1	26.4	265	175	10	6	253	27	288	9.06e-15	69.7
DAHF01000139.1_20	WP_011277228.1	29.2	264	148	7	1	234	2	256	7.24e-21	85.5
DAHF01000139.1_20	WP_011277263.1	28.1	228	152	5	19	235	20	246	2.68e-20	85.1
DAHF01000139.1_21	WP_015385676.1	59.8	306	118	4	4	305	2	306	2.56e-123	352
DAHF01000139.1_21	WP_058692896.1	59.5	306	119	4	4	305	2	306	4.19e-122	349
DAHF01000139.1_21	WP_062488540.1	59.6	302	118	3	4	301	2	303	4.19e-122	349
DAHF01000139.1_22	WP_015385677.1	66.2	260	88	0	10	269	8	267	7.70e-127	358
DAHF01000139.1_23	WP_011278429.1	37.6	133	77	3	14	141	10	141	1.25e-26	94.7
DAHF01000139.1_24	WP_062088648.1	29.9	164	109	5	4	164	4	164	2.03e-21	82.8
DAHF01000139.1_24	WP_015385512.1	29.3	164	110	5	4	164	4	164	2.85e-21	82.4
DAHF01000139.1_25	WP_176586694.1	56.7	104	45	0	1	104	14	117	3.22e-37	120
DAHF01000139.1_26	WP_011278709.1	47.3	91	46	2	1	89	270	360	7.23e-23	87.4
DAHF01000139.1_26	WP_061952165.1	47.3	91	46	2	1	89	270	360	7.23e-23	87.4
DAHF01000139.1_26	WP_269112941.1	47.3	91	46	2	1	89	89	179	4.79e-24	87.4
DAHF01000139.1_26	WP_081097290.1	47.3	91	46	2	1	89	110	200	7.54e-24	87.4
DAHF01000139.1_26	WP_062160038.1	46.2	91	47	2	1	89	270	360	1.35e-21	84.0
DAHF01000140.1_1	WP_011278544.1	51.4	278	131	4	19	294	14	289	1.39e-93	276
DAHF01000140.1_1	WP_062512037.1	51.1	278	132	4	19	294	14	289	3.19e-92	272
DAHF01000140.1_2	WP_011278543.1	48.4	219	96	5	13	216	1	217	4.67e-58	180
