# gapseq version: 1.3.1 fb7fbcb7
# Transporter sequence DB md5sum: b99a77e (2024-09-17)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|RZD32576|1.A.115.1.2	1.A.115.1.2	NAD	EX_cpd00003_e0	rxn13361,rxn24116,rxn30216,rxn33812,rxn33813,rxn33817,rxn33824,rxn33825	gnl|TC-DB|RZD32576|1.A.115.1.2	29.528	1.66e-26	99.8	94	TRM75769.1 SDR family NAD(P)-dependent oxidoreductase [Sulfolobus sp. B5]	1	237	transporter
gnl|TC-DB|P0ABV8|1.A.30.2.2	1.A.30.2.2	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P0ABV8|1.A.30.2.2	19.847	7.1	22.3	85	TRM78019.1 NAD-dependent dehydratase [Sulfolobus sp. B5]	88	218	transporter
gnl|TC-DB|P26678|1.A.50.1.1	1.A.50.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P26678|1.A.50.1.1	25.000	7.6	19.6	85	TRM78054.1 CBS domain-containing protein [Sulfolobus sp. B5]	67	110	transporter
gnl|TC-DB|P03493|1.A.58.1.1	1.A.58.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P03493|1.A.58.1.1	25.253	4.8	22.3	77	TRM77331.1 DNA topoisomerase VI subunit B [Sulfolobus sp. B5]	211	308	transporter
gnl|TC-DB|K9UKU9|1.A.78.2.9	1.A.78.2.9	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|K9UKU9|1.A.78.2.9	23.037	1.6	25.0	87	TRM79324.1 DUF340 domain-containing protein [Sulfolobus sp. B5]	27	211	transporter
gnl|TC-DB|P0AER0|1.A.8.1.1	1.A.8.1.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P0AER0|1.A.8.1.1	32.302	6.48e-15	69.3	89	TRM77827.1 aquaporin [Sulfolobus sp. B5]	12	284	transporter
gnl|TC-DB|D7VF10|1.A.8.13.3	1.A.8.13.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VF10|1.A.8.13.3	27.273	5.21e-14	65.5	84	TRM77827.1 aquaporin [Sulfolobus sp. B5]	10	239	transporter
gnl|TC-DB|P18156|1.A.8.2.1	1.A.8.2.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P18156|1.A.8.2.1	26.182	5.72e-12	60.5	86	TRM77827.1 aquaporin [Sulfolobus sp. B5]	13	285	transporter
gnl|TC-DB|D7VC84|1.A.8.2.8	1.A.8.2.8	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VC84|1.A.8.2.8	27.941	1.04e-09	53.5	96	TRM77827.1 aquaporin [Sulfolobus sp. B5]	10	275	transporter
gnl|TC-DB|B6ZHB9|1.A.8.8.18	1.A.8.8.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|B6ZHB9|1.A.8.8.18	25.926	2.58e-12	61.6	80	TRM77827.1 aquaporin [Sulfolobus sp. B5]	13	282	transporter
gnl|TC-DB|729057658|1.A.8.8.17	1.A.8.8.17	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|729057658|1.A.8.8.17	23.154	1.19e-05	41.6	83	TRM77827.1 aquaporin [Sulfolobus sp. B5]	2	281	transporter
gnl|TC-DB|ALA27401|1.A.8.9.17	1.A.8.9.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|ALA27401|1.A.8.9.17	31.449	5.88e-20	84.3	76	TRM77827.1 aquaporin [Sulfolobus sp. B5]	9	283	transporter
gnl|TC-DB|806392255|1.A.8.9.10	1.A.8.9.10	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|806392255|1.A.8.9.10	24.286	3.10e-12	61.6	83	TRM77827.1 aquaporin [Sulfolobus sp. B5]	6	276	transporter
gnl|TC-DB|ALA27401|1.A.8.9.17	1.A.8.9.17	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|ALA27401|1.A.8.9.17	31.449	5.88e-20	84.3	76	TRM77827.1 aquaporin [Sulfolobus sp. B5]	9	283	transporter
gnl|TC-DB|Q6Q1Q6|1.A.8.9.3	1.A.8.9.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q6Q1Q6|1.A.8.9.3	27.551	3.16e-11	58.5	90	TRM77827.1 aquaporin [Sulfolobus sp. B5]	7	282	transporter
gnl|TC-DB|Q6Q1Q6|1.A.8.9.3	1.A.8.9.3	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|Q6Q1Q6|1.A.8.9.3	27.551	3.16e-11	58.5	90	TRM77827.1 aquaporin [Sulfolobus sp. B5]	7	282	transporter
gnl|TC-DB|F6QEC2|1.A.8.9.9	1.A.8.9.9	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|F6QEC2|1.A.8.9.9	25.087	9.54e-12	60.1	85	TRM77827.1 aquaporin [Sulfolobus sp. B5]	6	283	transporter
gnl|TC-DB|P71470|1.C.29.1.1	1.C.29.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71470|1.C.29.1.1	32.787	0.39	23.9	98	TRM77912.1 cysteine--tRNA ligase [Sulfolobus sp. B5]	377	437	transporter
gnl|TC-DB|P71461|1.C.30.1.1	1.C.30.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71461|1.C.30.1.1	26.667	6.2	20.4	82	TRM77074.1 CTP synthetase [Sulfolobus sp. B5]	72	116	transporter
gnl|TC-DB|P0C931|1.C.32.2.2	1.C.32.2.2	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|P0C931|1.C.32.2.2	53.846	9.6	16.9	87	TRM73880.1 DNA polymerase sliding clamp, partial [Sulfolobus sp. B5]	47	59	transporter
gnl|TC-DB|P0C931|1.C.32.2.2	1.C.32.2.2	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P0C931|1.C.32.2.2	53.846	9.6	16.9	87	TRM73880.1 DNA polymerase sliding clamp, partial [Sulfolobus sp. B5]	47	59	transporter
gnl|TC-DB|Q9HC98|1.I.1.1.3	1.I.1.1.3	Potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q9HC98|1.I.1.1.3	22.419	1.25e-07	48.9	88	TRM78798.1 serine/threonine protein kinase [Sulfolobus sp. B5]	452	781	transporter
gnl|TC-DB|Q8EH96|2.A.102.4.13	2.A.102.4.13	acetate	EX_cpd00029_e0	rxn05488,rxn08061,rxn08062,rxn30452	gnl|TC-DB|Q8EH96|2.A.102.4.13	29.323	4.70e-08	48.9	92	TRM77903.1 sulfite exporter TauE/SafE family protein [Sulfolobus sp. B5]	10	262	transporter
gnl|TC-DB|Q9Y5U8|2.A.105.1.2	2.A.105.1.2	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|Q9Y5U8|2.A.105.1.2	21.698	0.60	25.0	93	TRM74236.1 7-cyano-7-deazaguanine synthase QueC, partial [Sulfolobus sp. B5]	119	219	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	maltose	EX_cpd00179_e0	rxn09673	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	trehalose	EX_cpd00794_e0	rxn09655,rxn09870	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q97xw7|2.A.1.1.118	2.A.1.1.1	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q97xw7|2.A.1.1.118	70.862	0.0	619	99	TRM77408.1 MFS transporter [Sulfolobus sp. B5]	6	433	transporter
gnl|TC-DB|Q56ZZ7|2.A.1.1.102	2.A.1.1.102	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q56ZZ7|2.A.1.1.102	29.646	1.33e-39	146	78	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	29	457	transporter
gnl|TC-DB|Q0WWW9|2.A.1.1.103	2.A.1.1.103	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q0WWW9|2.A.1.1.103	26.157	4.92e-36	136	85	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	9	457	transporter
gnl|TC-DB|P30606|2.A.1.1.104	2.A.1.1.104	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|P30606|2.A.1.1.104	27.072	7.71e-43	156	86	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	7	485	transporter
gnl|TC-DB|P32465|2.A.1.1.108	2.A.1.1.108	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P32465|2.A.1.1.108	25.832	8.65e-35	133	85	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	3	463	transporter
gnl|TC-DB|Q51330|2.A.1.11.1	2.A.1.11.1	formate	EX_cpd00047_e0	rxn05559,rxn08524,rxn10860,rxn12422,rxn34214,rxn34215,rxn34216,rxn34459,rxn27362	gnl|TC-DB|Q51330|2.A.1.11.1	27.568	6.00e-34	126	85	TRM77136.1 MFS transporter [Sulfolobus sp. B5]	2	331	transporter
gnl|TC-DB|Q51330|2.A.1.11.1	2.A.1.11.1	FORMATE	EX_cpd00047_e0	rxn05559,rxn08524,rxn10860,rxn12422,rxn34214,rxn34215,rxn34216,rxn34459,rxn27362	gnl|TC-DB|Q51330|2.A.1.11.1	27.568	6.00e-34	126	85	TRM77136.1 MFS transporter [Sulfolobus sp. B5]	2	331	transporter
gnl|TC-DB|Q51330|2.A.1.11.1	2.A.1.11.1	OXALATE	EX_cpd00180_e0	rxn12615,rxn27362	gnl|TC-DB|Q51330|2.A.1.11.1	27.568	6.00e-34	126	85	TRM77136.1 MFS transporter [Sulfolobus sp. B5]	2	331	transporter
gnl|TC-DB|P23585|2.A.1.1.111	2.A.1.1.111	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P23585|2.A.1.1.111	26.692	5.85e-33	127	91	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	2	463	transporter
gnl|TC-DB|Q9P3U6|2.A.1.1.112	2.A.1.1.112	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9P3U6|2.A.1.1.112	25.397	2.73e-31	122	87	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	28	483	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|C4B4V9|2.A.1.1.116	27.897	8.26e-45	159	93	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	15	457	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|C4B4V9|2.A.1.1.116	27.897	8.26e-45	159	93	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	15	457	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|C4B4V9|2.A.1.1.116	27.897	8.26e-45	159	93	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	15	457	transporter
gnl|TC-DB|G4N740|2.A.1.1.117	2.A.1.1.117	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|G4N740|2.A.1.1.117	25.152	2.69e-30	120	87	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	28	485	transporter
gnl|TC-DB|A2R3H2|2.A.1.1.119	2.A.1.1.119	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	gnl|TC-DB|A2R3H2|2.A.1.1.119	26.641	2.29e-29	117	95	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	24	486	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.12	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|Q9LT15|2.A.1.1.124	30.675	2.28e-48	170	92	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	19	463	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.12	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9LT15|2.A.1.1.124	30.675	2.28e-48	170	92	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	19	463	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.12	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|Q9LT15|2.A.1.1.124	30.675	2.28e-48	170	92	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	19	463	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.12	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|Q9LT15|2.A.1.1.124	30.675	2.28e-48	170	92	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	19	463	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.12	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|Q9LT15|2.A.1.1.124	30.675	2.28e-48	170	92	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	19	463	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.12	trehalose	EX_cpd00794_e0	rxn09655,rxn09870	gnl|TC-DB|Q9LT15|2.A.1.1.124	30.675	2.28e-48	170	92	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	19	463	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.120	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV3|2.A.1.1.120	28.481	7.59e-49	170	100	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	32	484	transporter
gnl|TC-DB|E1WAV4|2.A.1.1.121	2.A.1.1.121	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV4|2.A.1.1.121	27.545	1.56e-40	148	99	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	16	477	transporter
gnl|TC-DB|AGG19156.1|2.A.1.1.122	2.A.1.1.122	sorbitol	EX_cpd00588_e0	rxn05648	gnl|TC-DB|AGG19156.1|2.A.1.1.122	27.160	2.31e-39	145	96	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	36	485	transporter
gnl|TC-DB|AIU41385.1|2.A.1.1.123	2.A.1.1.123	sorbitol	EX_cpd00588_e0	rxn05648	gnl|TC-DB|AIU41385.1|2.A.1.1.123	26.860	2.77e-39	145	93	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	17	463	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.124	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|Q9LT15|2.A.1.1.124	30.675	2.28e-48	170	92	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	19	463	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.124	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9LT15|2.A.1.1.124	30.675	2.28e-48	170	92	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	19	463	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.124	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|Q9LT15|2.A.1.1.124	30.675	2.28e-48	170	92	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	19	463	transporter
gnl|TC-DB|C4QVV9|2.A.1.1.125	2.A.1.1.125	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|C4QVV9|2.A.1.1.125	26.653	1.55e-35	134	88	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	9	463	transporter
gnl|TC-DB|A8DCT2|2.A.1.1.126	2.A.1.1.126	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|A8DCT2|2.A.1.1.126	25.309	6.82e-32	124	81	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	21	471	transporter
gnl|TC-DB|A5Y0C3|2.A.1.1.128	2.A.1.1.128	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A5Y0C3|2.A.1.1.128	26.151	2.28e-33	128	94	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	24	474	transporter
gnl|TC-DB|A5LGM7|2.A.1.1.129	2.A.1.1.129	trehalose	EX_cpd00794_e0	rxn09655,rxn09870	gnl|TC-DB|A5LGM7|2.A.1.1.129	29.584	2.95e-33	127	76	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	70	459	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.13	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|I1M280|2.A.1.1.132	28.630	1.11e-45	163	89	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	15	479	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.13	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|I1M280|2.A.1.1.132	28.630	1.11e-45	163	89	TRM79483.1 MFS transporter [Sulfolobus sp. B5]	15	479	transporter
