# gapseq version: 1.3.1 fb7fbcb7
# Transporter sequence DB md5sum: b99a77e (2024-09-17)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|AET84893|1.A.1.12.5	1.A.1.12.5	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|AET84893|1.A.1.12.5	27.143	3.1	22.3	76	WP_153422114.1 MULTISPECIES: citrate synthase [Sulfolobaceae]	116	185	transporter
gnl|TC-DB|RZD32576|1.A.115.1.2	1.A.115.1.2	NAD	EX_cpd00003_e0	rxn13361,rxn24116,rxn30216,rxn33812,rxn33813,rxn33817,rxn33824,rxn33825	gnl|TC-DB|RZD32576|1.A.115.1.2	29.032	3.55e-27	101	81	WP_153423105.1 MULTISPECIES: SDR family NAD(P)-dependent oxidoreductase [Sulfolobaceae]	3	206	transporter
gnl|TC-DB|P0ABV8|1.A.30.2.2	1.A.30.2.2	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|P0ABV8|1.A.30.2.2	19.380	8.0	22.3	83	WP_153424093.1 MULTISPECIES: NAD-dependent epimerase/dehydratase family protein [Sulfolobaceae]	89	217	transporter
gnl|TC-DB|Q5QRI8|1.A.53.1.1	1.A.53.1.1	chloride	EX_cpd00099_e0	rxn18908	gnl|TC-DB|Q5QRI8|1.A.53.1.1	28.302	6.5	20.4	79	WP_153423717.1 MULTISPECIES: LysE family translocator [Sulfolobaceae]	38	90	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q981D4|1.A.62.3.1	87.805	1.43e-129	359	100	WP_153425628.1 trimeric intracellular cation channel family protein [Sulfolobus sp. E11-6]	1	205	transporter
gnl|TC-DB|Q981D4|1.A.62.3.1	1.A.62.3.1	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|Q981D4|1.A.62.3.1	87.805	1.43e-129	359	100	WP_153425628.1 trimeric intracellular cation channel family protein [Sulfolobus sp. E11-6]	1	205	transporter
gnl|TC-DB|Q41951|1.A.8.10.10	1.A.8.10.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q41951|1.A.8.10.10	27.106	4.68e-10	54.7	86	WP_153422477.1 MULTISPECIES: MIP/aquaporin family protein [Sulfolobaceae]	9	274	transporter
gnl|TC-DB|P0AER0|1.A.8.1.1	1.A.8.1.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P0AER0|1.A.8.1.1	30.175	2.96e-17	75.9	89	WP_153422477.1 MULTISPECIES: MIP/aquaporin family protein [Sulfolobaceae]	12	282	transporter
gnl|TC-DB|P08995|1.A.8.12.1	1.A.8.12.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P08995|1.A.8.12.1	25.338	2.84e-11	58.5	83	WP_153422477.1 MULTISPECIES: MIP/aquaporin family protein [Sulfolobaceae]	10	295	transporter
gnl|TC-DB|O28846|1.A.8.13.1	1.A.8.13.1	GLYCEROL	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O28846|1.A.8.13.1	26.829	1.28e-12	62.0	97	WP_153422477.1 MULTISPECIES: MIP/aquaporin family protein [Sulfolobaceae]	12	279	transporter
gnl|TC-DB|Q9C4Z5|1.A.8.13.2	1.A.8.13.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9C4Z5|1.A.8.13.2	26.761	1.41e-13	64.7	96	WP_153422477.1 MULTISPECIES: MIP/aquaporin family protein [Sulfolobaceae]	12	276	transporter
gnl|TC-DB|D7VF10|1.A.8.13.3	1.A.8.13.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VF10|1.A.8.13.3	29.694	9.60e-19	78.6	84	WP_153422477.1 MULTISPECIES: MIP/aquaporin family protein [Sulfolobaceae]	10	237	transporter
